product_code,order_number,quantity
823462,53457,1
823462,53177,1
823462,53235,1
501435,53255,2
211203,53291,1
9512494,53369,1
9764684,53414,1
823462,53477,1
823462,53520,1
823462,53605,1
823462,53695,1
823462,53779,1
596933,52919,1
525852,52950,3
655001,52996,1
823462,53050,1
823462,53116,1
874589,53151,1
696633,53188,4
549661,53243,1
809069,53262,1
869249,53303,1
823462,53373,1
9835836,53425,1
811980,53481,1
823462,53532,1
823462,53622,1
823462,53707,1
823462,53796,1
408195,42221,3
823462,42258,1
794018,42323,1
823462,42385,1
823462,42435,1
823462,42511,1
823462,42581,1
823462,42639,1
823462,42708,1
823462,42798,1
823462,42880,1
823462,42964,1
823462,43054,1
127758,43107,1
823462,43156,1
622280,43203,1
764725,43242,2
823462,43299,1
764107,43370,4
9874997,43408,2
823462,43478,1
823462,43546,1
881320,43620,1
668520,43684,1
774505,52109,6
662531,52134,3
823462,52169,1
588971,52221,1
823462,52266,1
823462,52326,1
823462,52389,1
239234,52444,1
638880,52497,2
823462,52571,1
823462,52653,1
823462,52743,1
823462,52833,1
211203,52909,1
675632,52950,1
211203,52995,1
823462,53040,1
823462,53106,1
812057,53151,1
823462,53179,1
793947,53242,2
823462,53257,1
823462,53299,1
501633,53370,2
823462,53416,1
823462,53479,1
823462,53522,1
868220,53612,1
823462,53697,1
823462,53781,1
596933,52921,1
499831,52956,1
719971,52997,1
823462,53057,1
823462,53118,1
723461,53151,1
823462,53190,1
823462,53245,1
809069,53269,1
823462,53310,1
501634,53375,2
603240,53426,2
668428,53482,2
823462,53502,1
823462,53578,1
823462,53668,1
823462,53752,1
823462,42194,1
823462,42236,1
802176,42291,1
607976,42357,2
786549,42414,3
745150,42477,1
823462,42552,1
843035,42617,3
823462,42671,1
823462,42754,1
823462,42836,1
823462,42931,1
823462,43015,1
655027,43083,1
823462,43125,1
823462,43188,1
603856,43231,1
690791,43268,1
881479,43340,1
841519,43385,1
823462,43444,1
823462,43508,1
823462,43587,1
211203,43645,1
885205,52085,1
488769,52126,1
823462,52147,1
861101,52196,1
211203,52227,1
795497,52291,1
823462,52351,1
847232,52428,1
823462,52463,1
823462,52527,1
823462,52609,1
823462,52699,1
823462,52789,1
823462,52879,1
823462,52937,1
9855556,52969,1
883779,53019,1
823462,53080,1
762830,53138,1
704529,53173,1
823462,53213,1
230934,53255,1
718735,53277,1
823462,53331,1
428134,53400,1
823462,53448,1
823462,53492,1
823462,53568,1
877171,53658,1
823462,53742,1
883293,52888,2
851417,52944,1
877171,52980,1
854333,53025,1
248691,53091,1
823462,53144,1
823462,53539,1
823462,53624,1
823462,53714,1
823462,53798,1
875126,42221,2
211203,42267,1
132708,42325,12
823462,42387,1
823462,42437,1
211203,42518,1
823462,42588,1
717754,42641,1
823462,42710,1
823462,42800,1
823462,42887,1
823462,42971,1
823462,43061,1
823462,43111,1
823462,43158,1
699965,43203,1
823462,43243,1
823462,43301,1
673585,43371,2
823462,43410,1
772502,43485,1
823462,43548,1
823462,43626,1
823462,43686,1
723177,52110,1
443975,52134,2
823462,52171,1
725770,52221,2
823462,52268,1
823462,52328,1
823462,52391,1
847223,52451,12
377667,52497,1
823462,52573,1
823462,52655,1
823462,52745,1
823462,52835,1
823462,52911,1
803659,52950,1
796057,52996,1
823462,53047,1
823462,53108,1
847216,53151,1
9868125,53181,1
868453,53243,1
823462,53259,1
823462,53301,1
304156,53370,1
823462,53418,1
668428,53481,2
823462,53529,1
823462,53614,1
211203,53699,1
823462,53788,1
823462,52923,1
736741,52956,1
419473,53003,1
823462,53059,1
384247,53174,6
823462,53221,1
675045,53255,1
823462,53286,1
823462,53343,1
823462,53402,1
823462,53459,1
9873493,53503,1
823462,53585,1
823462,53670,1
823462,53754,1
823462,42201,1
476715,42238,3
211203,42291,1
823462,42359,1
124544,42414,1
823462,42479,1
823462,42559,1
317362,42617,1
823462,42678,1
823462,42761,1
823462,42843,1
823462,42933,1
823462,43017,1
829886,43084,1
873259,43127,2
823462,43190,1
683309,43231,1
823462,43275,1
823462,43342,1
9529178,43385,1
823462,43446,1
431312,43515,3
823462,43589,1
823462,43647,1
823462,52087,1
192485,52126,1
452228,52149,1
431312,52203,2
823462,52229,1
762185,52297,1
823462,52358,1
814485,52429,1
823462,52465,1
823462,52534,1
823462,52616,1
823462,52706,1
823462,52791,1
823462,52881,1
443975,52944,6
823462,52970,1
818453,53019,3
823462,53082,1
793977,53139,1
843506,53173,1
884232,53220,1
107521,53255,1
692446,53277,1
823462,53333,1
290628,53400,1
9819348,53450,2
823462,53499,1
823462,53570,1
874812,53124,1
823462,53152,1
823462,53192,1
763075,53247,1
108788,53271,2
823462,53312,1
501635,53375,1
823462,53427,1
612120,53482,1
823462,53541,1
823462,53631,1
823462,53716,1
823462,42202,1
125456,42244,3
823462,42292,1
823462,42360,1
823462,42420,1
823462,42480,1
823462,42560,1
617859,42617,1
823462,42679,1
823462,42762,1
823462,42844,1
823462,42934,1
823462,43018,1
823462,43085,1
612977,43133,4
823462,43191,1
760325,43231,1
823462,43276,1
823462,43343,1
823462,43386,1
823462,43447,1
355557,43516,1
823462,43595,1
823462,43648,1
823462,52053,1
488769,52110,1
852124,52134,2
627054,52178,1
540052,52221,3
211203,52270,1
855600,52335,2
9345539,52398,2
823462,52453,1
882069,52503,1
823462,52580,1
823462,52662,1
823462,52752,1
823462,52842,1
823462,52913,1
671022,52950,2
654980,52996,1
823462,53049,1
823462,53115,1
594815,53151,1
696633,53187,4
600111,53243,1
646408,53261,1
883172,53302,1
823462,53372,1
300016,53419,1
612120,53481,1
823462,53531,1
823462,53660,1
823462,53744,1
823462,52853,1
823462,52924,1
855327,52956,2
823462,53004,1
823462,53060,1
823462,53125,1
823462,53153,1
859282,53198,6
615779,53247,1
745144,53271,2
823462,53313,1
304156,53375,1
823462,53428,1
811980,53482,1
823462,53542,1
823462,53632,1
823462,53717,1
823462,42203,1
125458,42244,1
823462,42293,1
823462,42361,1
823462,42421,1
823462,42481,1
823462,42561,1
881531,42617,1
823462,42680,1
823462,42763,1
823462,42845,1
823462,42940,1
823462,43024,1
823462,43086,1
742137,43133,1
881251,43197,2
402622,43231,1
823462,43277,1
823462,43344,1
823462,43387,1
376649,43448,1
211203,43516,1
823462,43596,1
823462,43649,1
880263,52054,1
823462,52111,1
788081,52134,2
599369,52178,1
856024,52221,1
644208,52276,1
823462,52336,1
852667,52399,1
823462,52454,1
377667,52503,1
823462,52581,1
823462,52663,1
823462,52753,1
823462,52843,1
596933,52919,1
525852,52950,3
655001,52996,1
823462,53050,1
823462,53116,1
874589,53151,1
823462,53616,1
823462,53706,1
823462,53790,1
823462,52890,1
104850,52944,1
823462,52983,1
823462,53028,1
823462,53093,1
847222,53150,1
843506,53174,1
823462,53224,1
662531,53255,1
823462,53289,1
823462,53352,1
683309,53405,2
642330,53461,1
802429,53503,1
823462,53588,1
823462,53678,1
823462,53762,1
823462,42222,1
823462,42271,1
823462,42329,1
638829,42395,1
823462,42446,1
823462,42522,1
211203,42597,1
522828,42647,2
823462,42719,1
823462,42809,1
823462,42896,1
823462,42980,1
713628,43070,4
849402,43115,1
410690,43166,2
470349,43203,2
823462,43252,1
823462,43310,1
673585,43372,2
708048,43414,2
590099,43486,1
823462,43557,1
771752,43635,1
823462,43695,1
513807,52095,3
662531,52133,3
801662,52149,1
823462,52206,1
823462,52237,1
881392,52297,1
823462,52361,1
823462,52432,1
847223,52468,12
823462,52542,1
823462,52619,1
823462,52709,1
823462,52799,1
193755,52888,2
320905,52944,2
823462,52973,1
671022,53019,2
818476,53090,1
696633,53188,4
549661,53243,1
809069,53262,1
869249,53303,1
823462,53373,1
9835836,53425,1
811980,53481,1
823462,53532,1
823462,53622,1
823462,53707,1
823462,53796,1
823462,52891,1
104852,52944,1
823462,52984,1
823462,53029,1
823462,53094,1
847216,53150,1
608510,53174,1
723313,53225,1
476873,53255,1
107521,53290,3
823462,53353,1
875474,53406,1
212827,53461,1
834058,53509,2
823462,53594,1
823462,53679,1
823462,53763,1
823462,42223,1
823462,42272,1
847115,42335,1
638799,42396,1
823462,42447,1
823462,42528,1
823462,42598,1
309549,42647,2
823462,42725,1
823462,42815,1
823462,42897,1
823462,42981,1
823462,43071,1
673500,43115,2
633426,43166,2
841703,43203,1
823462,43253,1
823462,43311,1
861101,43372,1
9873380,43420,1
533264,43486,1
823462,43558,1
723037,43635,1
823462,43696,1
490636,52095,1
384247,52133,3
211203,52155,1
823462,52207,1
823462,52238,1
823462,52298,1
869519,52362,1
823462,52433,1
746653,52474,1
823462,52543,1
823462,52625,1
823462,52715,1
823462,52800,1
646065,52888,1
851416,52944,4
815623,52979,5
525852,53019,3
248692,53091,2
823462,53143,1
588963,53173,1
539077,53220,1
675046,53255,1
163646,53285,4
823462,53342,1
823462,53401,1
823462,53458,1
9873265,53503,1
823462,53579,1
823462,53669,1
823462,53753,1
823462,52862,1
234218,52932,1
736741,52957,1
211203,53013,1
823462,53069,1
211203,53129,1
211203,53162,1
823462,53201,1
307358,53255,3
523804,53271,4
823462,53322,1
823462,53384,1
211203,53436,1
823462,53142,1
351748,53173,1
539078,53220,1
462126,53255,1
211203,53279,1
823462,53341,1
458396,53400,1
823462,53457,1
823462,53502,1
823462,53578,1
823462,53668,1
823462,53752,1
823462,52861,1
527092,52932,2
107515,52957,10
823462,53007,1
815623,53068,5
823462,53128,1
211203,53161,1
823462,53200,1
308096,53255,4
394877,53271,2
823462,53321,1
823462,53383,1
453630,53436,1
615270,53483,1
823462,53550,1
823462,53640,1
823462,53724,1
823462,42211,1
823462,42247,1
605090,42301,1
823462,42369,1
104754,42424,1
823462,42489,1
881233,42568,1
823462,42619,1
823462,42688,1
823462,42771,1
823462,42853,1
823462,42943,1
823462,43027,1
829886,43089,1
823462,43134,1
823462,43200,1
869370,43231,1
475260,43285,1
631667,43350,2
696633,43390,6
823462,43456,1
823462,43519,1
789844,43604,4
823462,43657,1
823462,52062,1
823462,52114,1
626577,52134,1
513807,52178,2
466552,52221,2
878994,52276,1
823462,52339,1
823462,52402,1
675632,52461,3
673724,52504,1
825760,52588,2
823462,52671,1
823462,52761,1
823462,52851,1
823462,52922,1
107515,52956,10
719975,52997,1
823462,53058,1
875287,53124,1
723460,53151,1
823462,53191,1
823462,53246,1
304167,53270,10
823462,53311,1
501633,53375,2
715209,53426,1
847336,53482,1
823462,53540,1
823462,53625,1
823462,53715,1
823462,53799,1
211203,52899,1
823462,52946,1
9873265,52985,1
753248,53037,2
870089,53102,6
874589,53150,1
588963,53174,1
823462,53232,1
465760,53255,1
122552,53290,4
9512502,53361,1
9825042,53407,2
823462,53649,1
823462,53733,1
823462,53826,1
9512502,53894,5
525797,53930,1
823462,53982,1
151607,54015,1
146784,54064,2
823462,54114,1
823462,54157,1
823462,54217,1
823462,54282,1
429298,54339,1
426849,54407,1
482754,54445,1
823462,54481,1
823462,54544,1
638896,54621,1
823462,54682,1
823462,54772,1
823462,54855,1
823462,54936,1
419640,54977,1
823462,55012,1
823462,55048,1
823462,55091,1
596964,55118,6
746292,55171,1
823462,55213,1
797561,55285,1
748582,55334,1
823462,55372,1
823462,55441,1
723454,55518,1
823462,55581,1
823462,55671,1
823462,55761,1
618731,55848,1
823462,55916,1
211203,55964,1
393279,56002,1
823462,56043,1
107515,56066,10
823462,56105,1
823462,56170,1
823462,56214,1
786191,56286,1
648587,56358,1
867859,56428,1
823462,56479,1
823462,56546,1
823462,56631,1
823462,56721,1
823462,56811,1
823462,56895,1
823462,56961,1
823462,57008,1
425459,57044,1
9871971,57085,1
674855,57126,5
720538,57160,5
823462,57193,1
788081,57243,2
823462,57274,1
823462,57342,1
823462,53827,1
823462,53895,1
552838,53930,1
211203,53983,1
673706,54015,1
856967,54065,1
823462,54115,1
843496,54158,2
823462,54218,1
823462,54283,1
429298,54340,1
696896,54413,10
833636,54445,1
823462,54482,1
823462,54545,1
745026,54621,1
823462,54683,1
823462,54773,1
823462,54856,1
823462,54937,1
603823,54978,2
823462,55013,1
823462,55049,1
823462,55092,1
674848,55118,6
661227,55172,10
823462,55214,1
797559,55285,1
525296,55334,2
823462,55373,1
265965,55442,6
441872,55518,1
823462,55587,1
823462,55677,1
823462,55767,1
653137,55848,1
823462,55917,1
823462,55965,1
257174,56003,1
9873392,56044,1
753076,56066,4
827207,56106,1
823462,56171,1
823462,56220,1
163646,56287,1
668258,56364,1
820043,56429,1
823462,56485,1
823462,56547,1
823462,56637,1
823462,56722,1
823462,56812,1
823462,56896,1
873743,56967,2
778443,57009,5
660435,57044,1
9865275,57085,2
674857,57126,4
802373,57160,5
823462,57194,1
788082,57243,1
823462,57275,1
881368,57343,1
823462,57388,1
746285,57461,2
823462,57387,1
823462,57460,1
823462,57523,1
823462,57571,1
823462,57661,1
823462,57735,1
211203,57820,1
823462,57897,1
514333,57956,10
823462,58023,1
823462,58060,1
843035,58105,5
722637,58151,2
778125,58206,1
525548,58266,7
211203,58337,1
823462,58409,1
823462,58501,1
823462,58561,1
823462,58651,1
823462,58735,1
823462,58820,1
816767,58891,1
823462,58953,1
823462,59012,1
823462,59053,1
610358,59099,1
713626,59135,2
823462,59182,1
823462,59241,1
823462,59308,1
823462,57524,1
823462,57572,1
847232,57667,1
823462,57736,1
823462,57826,1
823462,57898,1
823462,57962,1
823462,58024,1
864984,58061,2
211203,58105,1
765821,58151,2
823462,58207,1
9856375,58267,1
823462,58338,1
823462,58415,1
823462,58502,1
823462,58562,1
823462,58652,1
823462,58736,1
748582,58826,3
823462,58892,1
823462,58954,1
823462,59013,1
823462,59054,1
515043,59099,2
756533,59141,3
852124,59183,24
717892,59242,1
823462,59309,1
823462,59373,1
823462,59446,1
823462,59518,1
823462,59372,1
823462,59445,1
823462,59517,1
823462,59601,1
823462,59691,1
823462,59781,1
823462,59855,1
673504,59920,2
823462,59961,1
9349438,60016,3
823462,60059,1
820043,60120,1
766997,60167,1
847239,60222,1
823462,60285,1
823462,60344,1
823462,60403,1
698062,60474,1
823462,60517,1
499831,53833,1
823462,53896,1
659980,53930,1
211203,53989,1
868080,54015,1
823462,54066,1
823462,54116,1
823462,54159,1
823462,54219,1
823462,54284,1
823462,54341,1
465491,54413,10
847237,54445,1
823462,54483,1
823462,54551,1
707186,54621,2
823462,54684,1
823462,54774,1
823462,54857,1
823462,54938,1
109279,54984,2
823462,55014,1
376198,55050,1
823462,55093,1
674849,55118,6
849836,55178,3
823462,55215,1
743729,55286,2
431312,55334,1
823462,55374,1
211203,55442,1
428134,55518,1
823462,55588,1
823462,55678,1
823462,55768,1
823462,55849,1
823462,55918,1
823462,55966,1
410565,56003,1
746548,56044,1
239401,56066,1
823462,56107,1
859645,56177,1
823462,56221,1
823462,56293,1
820043,56365,1
642798,56430,1
823462,56486,1
823462,56548,1
823462,56638,1
211203,56728,1
823462,56813,1
823462,56897,1
873742,56967,6
778443,57010,5
859743,57044,1
882392,57085,3
376410,57126,3
596952,57160,5
823462,57195,1
788084,57243,2
823462,57276,1
823462,57349,1
823462,57389,1
746991,57461,2
823462,57525,1
823462,57573,1
847236,57667,1
823462,57742,1
823462,57827,1
211203,57899,1
823462,57963,1
645994,58028,10
864990,58061,2
852995,58106,1
651570,58151,1
823462,58208,1
823462,58268,1
823462,58339,1
823462,58416,1
823462,58503,1
823462,58568,1
823462,58658,1
211203,58742,1
793977,58826,3
823462,58893,1
836092,58955,2
823462,59014,1
823462,59055,1
886445,59099,14
717754,59142,1
851419,59183,12
823462,59243,1
823462,59315,1
823462,59374,1
823462,59447,1
823462,59524,1
864433,59608,10
823462,59693,1
823462,59783,1
823462,59857,1
852124,59920,2
823462,59963,1
443975,60017,1
641239,60066,1
9687286,60121,1
627871,60168,1
745144,60222,2
823462,60292,1
823462,59602,1
823462,59692,1
823462,59782,1
823462,59856,1
859111,59920,2
823462,59962,1
505938,60017,1
646408,60060,2
872744,60120,1
839270,60168,2
883978,60222,1
265965,60286,4
748582,60345,1
823462,60404,1
860428,60474,2
823462,60523,1
488770,53833,1
823462,53897,1
781275,53930,1
823462,53990,1
865218,54015,1
823462,54067,1
823462,54117,1
869249,54165,1
524306,54220,7
699636,54285,1
823462,54342,1
823462,54414,1
847218,54445,1
823462,54484,1
823462,54552,1
745053,54621,2
823462,54685,1
823462,54775,1
823462,54863,1
823462,54939,1
109280,54984,1
9870120,55020,2
823462,55056,1
823462,55094,1
674862,55118,1
443975,55178,3
823462,55216,1
218056,55286,1
122553,55334,2
823462,55375,1
799160,55448,1
662543,55518,1
823462,55589,1
823462,55679,1
823462,55769,1
823462,55850,1
823462,55919,1
823462,55967,1
505180,56003,1
268722,56045,1
608288,56066,2
823462,56108,1
823462,56178,1
823462,56222,1
823462,56294,1
823462,56366,1
823462,56431,1
823462,56487,1
823462,56554,1
823462,56639,1
823462,56729,1
823462,56819,1
847236,56898,6
873741,56967,6
778443,57011,5
320906,57044,2
556428,57085,1
823462,57127,1
674855,57160,5
877336,57201,1
851416,57243,2
823462,57277,1
823462,57350,1
9826000,57395,1
603258,57461,1
823462,57526,1
823462,57579,1
823462,57668,1
823462,57743,1
823462,57828,1
211203,57900,1
823462,57964,1
645994,58031,10
846072,58061,4
823462,58107,1
476716,58151,1
823462,58209,1
823462,58269,1
823462,58340,1
823462,58417,1
823462,58504,1
823462,58569,1
823462,58659,1
823462,58743,1
211203,58826,1
823462,58894,1
9743434,58956,1
823462,59015,1
211203,59056,1
886445,59100,12
660932,59142,1
230934,59183,10
823462,59244,1
823462,59316,1
823462,59375,1
823462,59453,1
823462,59525,1
823462,59609,1
823462,59699,1
823462,59784,1
559443,59858,60
125456,59920,2
823462,59964,1
714584,60018,1
823462,60067,1
823462,60122,1
220879,60168,1
847228,60222,1
823462,60293,1
823462,60351,1
793977,60345,1
501030,60410,1
834045,60474,1
823462,60524,1
661233,53833,2
823462,53898,1
781278,53930,1
823462,53991,1
853046,54015,1
823462,54068,1
883456,54122,1
823462,54166,1
638766,54220,1
211203,54291,1
823462,54343,1
823462,54415,1
847215,54445,1
789543,54485,2
823462,54553,1
745054,54621,3
823462,54691,1
823462,54781,1
823462,54864,1
859462,54940,8
852124,54984,4
823462,55021,1
823462,55057,1
820043,55095,1
823462,55119,1
835076,55178,3
831543,55223,1
859156,55286,1
122555,55334,1
823462,55381,1
823462,55449,1
662542,55518,1
823462,55590,1
823462,55680,1
823462,55770,1
823462,55851,1
885205,55920,1
823462,55968,1
817013,56003,1
339718,56045,1
841564,56066,1
666499,56114,1
823462,56179,1
823462,56223,1
823462,56295,1
823462,56367,1
823462,56432,1
823462,56488,1
823462,56555,1
823462,56640,1
823462,56730,1
823462,56820,1
823462,56904,1
873744,56967,6
211203,57017,1
869347,57045,2
799037,57085,1
823462,57128,1
674857,57160,4
823462,57202,1
278097,57243,1
801433,57278,1
823462,57351,1
823462,57396,1
511311,57461,1
823462,57532,1
823462,57580,1
847232,57669,1
823462,57744,1
823462,57829,1
877334,57906,1
823462,57965,1
356293,58032,10
674859,58067,1
823462,58108,1
823462,58152,1
823462,58210,1
823462,58270,1
823462,58341,1
823462,58418,1
823462,58510,1
823462,58570,1
823462,58660,1
823462,58744,1
823462,58827,1
823462,58895,1
9764684,58956,1
9877882,59021,1
536837,59057,1
443975,59100,27
665849,59142,2
164436,59183,3
823462,60411,1
552355,60474,1
823462,60525,1
823462,53866,1
665434,53930,1
245336,53956,1
104851,54007,1
823462,54043,1
823462,54089,1
684960,54134,1
869369,54200,1
211203,54253,1
823462,54309,1
823462,54384,1
235418,54439,1
211203,54456,1
823462,54514,1
823462,54600,1
823462,54672,1
823462,54737,1
823462,54827,1
874749,54906,1
709155,54970,1
294133,54991,2
550412,55032,2
646066,55078,1
271560,55113,1
823462,55154,1
823462,55193,1
823462,55257,1
869519,55317,1
357817,55362,1
823462,55416,1
823462,55484,1
823462,55552,1
823462,55641,1
823462,55731,1
823462,55815,1
847225,55896,3
874741,55949,2
615459,55994,1
823462,56019,1
488770,56057,2
823462,56081,1
823462,56149,1
717892,56209,1
823462,56263,1
823462,56336,1
823462,56400,1
766994,56455,4
795655,56524,1
823462,56601,1
823462,56686,1
823462,56776,1
823462,56865,1
823462,56942,1
823462,56993,1
823462,57040,1
802176,57067,2
211203,57104,1
823462,57142,1
823462,57163,1
823462,57228,1
505938,57252,1
823462,57318,1
643535,57385,1
722636,57436,1
823462,57488,1
534503,57536,2
823462,57626,1
823462,57714,1
823462,57790,1
823462,57867,1
823462,57939,1
823462,57998,1
776442,58055,2
211203,58090,1
823462,58123,1
806634,58178,1
823462,58243,1
823462,58309,1
823462,58379,1
823462,58474,1
823462,58540,1
823462,58616,1
823462,58700,1
823462,58790,1
868997,58868,1
748582,58929,1
590993,58997,1
823462,59038,1
823462,59089,1
823462,59118,1
823462,59159,1
823462,59212,1
823462,59277,1
823462,59245,1
823462,59317,1
618509,59381,1
823462,59454,1
823462,59526,1
823462,59610,1
823462,59700,1
823462,59790,1
823462,59864,1
416286,59920,1
848829,59965,2
106846,60018,2
823462,60068,1
823462,60123,1
839270,60175,2
536198,60223,1
823462,60294,1
823462,60352,1
823462,60412,1
549996,60474,1
823462,60526,1
211203,53872,1
439327,53930,1
823462,53958,1
104852,54007,1
823462,54044,1
823462,54090,1
792260,54134,1
339405,54201,1
625336,54254,4
211203,54314,1
823462,54385,1
466551,54439,1
823462,54457,1
823462,54515,1
823462,54601,1
823462,54673,1
823462,54738,1
823462,54828,1
823462,54914,1
627233,54970,1
308096,54991,2
216791,55032,1
823462,55079,1
271561,55113,1
823462,55155,1
823462,55194,1
823462,55258,1
823462,55318,1
327478,55362,1
823462,55417,1
607975,55490,3
9848405,55553,1
823462,55642,1
823462,55732,1
871883,55816,6
847236,55896,6
875335,55949,1
107521,55994,4
823462,56020,1
771683,56057,1
823462,56082,1
846182,56150,1
709243,56209,2
673507,56269,1
823462,56337,1
823462,56401,1
522828,56455,2
804989,56525,4
823462,56602,1
823462,56692,1
823462,56777,1
823462,56866,1
823462,56948,1
823462,56994,1
823462,57041,1
627869,57073,1
823462,57106,1
823462,57143,1
823462,57164,1
740126,57229,1
835077,57252,1
823462,57319,1
709154,57385,1
376408,57436,24
823462,57489,1
823462,57542,1
823462,57627,1
823462,57715,1
823462,57791,1
823462,57868,1
823462,57940,1
823462,57999,1
859740,58055,1
9743434,58091,1
882286,58129,1
859438,58178,1
823462,58244,1
823462,58310,1
823462,58380,1
823462,58475,1
823462,58541,1
823462,58622,1
823462,58706,1
823462,58791,1
9702455,58869,3
823462,58930,1
764337,58997,1
823462,59039,1
823462,59090,1
823462,59119,1
820265,59160,5
823462,59213,1
823462,59278,1
419358,59349,1
9874835,59422,1
823462,59488,1
823462,59572,1
823462,59657,1
823462,59747,1
823462,59831,1
748582,59898,1
885205,59938,1
823462,59987,1
859645,60042,1
742891,60100,1
646832,60152,2
211203,59343,1
823462,59416,1
823462,59487,1
823462,59571,1
823462,59656,1
823462,59746,1
823462,59830,1
793977,59898,1
793977,59937,2
823462,59986,1
712312,60042,2
260167,60100,2
561671,60152,1
823462,60198,1
823462,60264,1
9744381,60321,1
823462,60372,1
823462,60452,1
823462,60487,1
9873485,53834,2
478948,53906,3
823462,53933,1
884029,53994,1
823462,54019,1
556255,54075,3
9848881,54124,1
823462,54169,1
790747,54220,2
823462,54294,1
412958,54346,10
211203,54423,1
847227,54445,1
789541,54485,1
823462,54561,1
823462,54629,1
823462,54694,1
823462,54784,1
823462,54873,1
823462,54950,1
394531,54984,3
823462,55024,1
859192,55065,1
750882,55095,1
823462,55122,1
823462,55180,1
823462,55226,1
823462,55288,1
211203,55341,1
823462,55384,1
823462,55452,1
823462,55520,1
823462,55598,1
823462,55688,1
823462,55778,1
823462,55859,1
823462,55928,1
767997,55975,1
404237,56003,2
778125,56052,2
841711,56066,1
823462,56117,1
211203,56187,1
823462,56231,1
823462,56303,1
209894,56375,1
642798,56435,1
847223,56494,3
823462,56563,1
823462,56648,1
823462,56738,1
823462,56828,1
823462,56907,1
823462,56970,1
823462,57019,1
737757,57045,1
718270,57085,1
839270,57136,1
855359,57161,1
823462,57205,1
466552,57251,2
823462,57286,1
823462,57359,1
823462,57399,1
654961,57461,2
823462,57535,1
722806,57583,10
823462,57671,1
823462,57752,1
823462,57837,1
211203,57908,1
823462,57973,1
823462,58033,1
206645,58068,3
512756,58111,2
823462,58155,1
823462,58218,1
748582,58277,1
617581,58348,1
823462,58431,1
823462,58513,1
823462,58578,1
823462,58668,1
823462,58752,1
823462,58830,1
823462,58903,1
823462,58964,1
823462,59024,1
354908,59064,5
610358,59100,1
625336,59142,2
335141,59183,3
9868187,59247,1
823462,59325,1
823462,59384,1
529389,59462,1
823462,59534,1
823462,59618,1
823462,59708,1
823462,59793,1
823462,59867,1
339640,59920,1
691340,59966,1
686932,60018,1
823462,60071,1
744580,60126,1
770329,60176,1
823462,60231,1
872687,60302,1
823462,60360,1
211203,60420,1
9873265,60474,1
823462,60534,1
823462,53875,1
788087,53930,2
823462,53961,1
104851,54013,1
691997,54047,1
872747,54093,1
823462,54142,1
823462,54203,1
823462,54262,1
823462,54318,1
823462,54393,1
107521,54439,3
823462,54460,1
823462,54523,1
823462,54609,1
696207,54681,1
823462,54746,1
823462,54836,1
823462,54917,1
480013,54970,2
9873501,54991,1
638752,55032,1
823462,55082,1
748582,55116,1
482429,55163,7
741647,55197,1
823462,55266,1
823462,55321,1
327481,55362,1
644029,55420,1
823462,55493,1
823462,55561,1
823462,55650,1
823462,55740,1
823462,55824,1
211203,55896,1
823462,55951,1
709156,55995,1
886444,56028,1
354017,56057,2
776952,56089,1
846182,56151,1
662188,56210,1
823462,56272,1
823462,56345,1
823462,56408,1
823462,56458,1
823462,56527,1
823462,56610,1
823462,56695,1
823462,56785,1
145645,56874,1
823462,56951,1
9744381,56997,1
788084,57043,2
823462,57075,1
823462,57109,1
720538,57150,5
823462,57172,1
875298,57229,1
823462,57255,1
499831,57327,1
858889,57385,1
823462,57439,1
823462,57497,1
823462,57545,1
823462,57635,1
823462,57723,1
823462,57799,1
823462,57876,1
691090,57943,5
101528,58007,1
232711,58055,1
854770,58092,2
823462,58132,1
823462,58185,1
211203,58252,1
849061,58318,1
823462,58388,1
823462,58483,1
823462,58549,1
823462,58625,1
823462,58709,1
823462,58799,1
823462,58871,1
823462,58933,1
823462,59000,1
847245,59042,1
786187,59092,1
428134,59127,2
823462,60199,1
513479,60270,2
211203,60321,1
823462,60373,1
823462,60453,1
823462,60488,1
9873265,53834,1
859282,53907,1
823462,53934,1
859645,53994,1
823462,54020,1
778357,54075,1
9395134,54124,1
843515,54170,1
852667,54226,1
823462,54295,1
823462,54352,1
429285,54424,4
751654,54445,1
789545,54485,3
823462,54562,1
823462,54630,1
823462,54700,1
823462,54790,1
823462,54874,1
823462,54951,1
802427,54984,2
9876325,55025,1
823462,55066,1
750883,55095,1
9345449,55123,2
823462,55181,1
823462,55227,1
823462,55289,1
823462,55342,1
308797,55385,2
553053,55453,1
823462,55521,1
823462,55599,1
823462,55689,1
715063,55784,1
823462,55860,1
823462,55929,1
745146,55975,1
488769,56003,1
107515,56052,20
377870,56066,1
823462,56118,1
823462,56188,1
823462,56232,1
823462,56304,1
871626,56375,1
794068,56441,1
847232,56494,3
823462,56564,1
823462,56649,1
823462,56739,1
823462,56829,1
211203,56913,1
823462,56971,1
823462,57020,1
869347,57051,2
194884,57085,1
748582,57137,1
306788,57161,1
877336,57206,1
111884,57251,1
823462,57287,1
823462,57360,1
823462,57405,1
746285,57462,2
847248,57536,2
722806,57584,10
823462,57672,1
823462,57753,1
823462,57838,1
823462,57909,1
823462,57974,1
823462,58034,1
841605,58068,1
852869,58111,2
211203,58161,1
823462,58219,1
823462,58278,1
218057,58348,1
823462,58432,1
823462,58519,1
823462,58579,1
823462,58669,1
823462,58753,1
